NAME	DCHR	DPROMSTART	DPROMEND	DSTRAND	HCHR	HPROMSTART	HPROMEND	HSTRAND
LRP1B	chr19	46068924	46069948	-1	chr2	142131016	142132040	-1
GATA2	chr20	2509217	2510241	-1	chr3	128493201	128494225	-1
RPN1	chr20	2668086	2669110	-1	chr3	128681075	128682099	-1
CNBP	chr20	2943731	2944755	1	chr3	129183922	129184946	-1
XPC	chr20	4356396	4357420	-1	chr3	14178621	14179645	-1
RAF1	chr20	5965855	5966879	1	chr3	12664125	12665149	-1
PPARG	chr20	6281750	6282774	-1	chr3	12286344	12287368	1
ATG7	chr20	7228243	7229267	-1	chr3	11271285	11272309	1
IRAK2	chr20	8267937	8268961	-1	chr3	10163895	10164919	1
FANCD2	chr20	8367476	8368500	-1	chr3	10025346	10026370	1
SETD5	chr20	8836101	8837125	-1	chr3	9396591	9397615	1
BHLHE40	chr20	12723747	12724771	-1	chr3	4978413	4979437	1
CRBN	chr20	14299719	14300743	1	chr3	3179727	3180751	-1
IL5RA	chr20	14366772	14367796	1	chr3	3126613	3127637	-1
PPP4R2	chr20	19302369	19303393	-1	chr3	72995779	72996803	1
SHQ1	chr20	19439349	19440373	1	chr3	72861914	72862938	-1
RYBP	chr20	19788472	19789496	1	chr3	72446623	72447647	-1
MITF	chr20	22022704	22023728	-1	chr3	69738440	69739464	1
ATXN7	chr20	27555632	27556656	-1	chr3	63862131	63863155	1
FHIT	chr20	29912508	29913532	1	chr3	61251459	61252483	-1
IL17RB	chr20	36442862	36443886	-1	chr3	53845544	53846568	1
CACNA1D	chr20	36779827	36780851	-1	chr3	53327939	53328963	1
PRKCD	chr20	37029186	37030210	-1	chr3	53154985	53156009	1
PBRM1	chr20	37509893	37510917	1	chr3	52685917	52686941	-1
BAP1	chr20	37761899	37762923	1	chr3	52410008	52411032	-1
PARP3	chr20	38182273	38183297	-1	chr3	51941321	51942345	1
CISH	chr20	39166883	39167907	1	chr3	50611774	50612798	-1
MST1R	chr20	39793902	39794926	1	chr3	49903873	49904897	-1
MST1	chr20	39989012	39990036	1	chr3	49689501	49690525	-1
RHOA	chr20	40230527	40231551	1	chr3	49412998	49414022	-1
CAMP	chr20	41201017	41202041	-1	chr3	48222323	48223347	1
SETD2	chr20	42080912	42081936	1	chr3	47164113	47165137	-1
LTF	chr20	42636918	42637942	1	chr3	46485234	46486258	-1
CCRL2	chr20	42679933	42680957	-1	chr3	46406142	46407166	1
CCR5	chr20	42703760	42704784	-1	chr3	46369830	46370854	1
CCR2	chr20	42719282	42720306	-1	chr3	46352720	46353744	1
CCR3	chr20	42790200	42791224	-1	chr3	46162580	46163604	1
CCR1	chr20	42826324	42827348	1	chr3	46208313	46209337	-1
XCR1	chr20	42910891	42911915	1	chr3	46027487	46028511	-1
CXCR6	chr20	42975506	42976530	-1	chr3	45939909	45940933	1
CCR9	chr20	43023212	43024236	-1	chr3	45885480	45886504	1
MEF2B	chr20	44422671	44423695	1	chr19	19192131	19193155	-1
UPF1	chr20	44680326	44681350	-1	chr19	18830935	18831959	1
CRTC1	chr20	44803449	44804473	-1	chr19	18682654	18683678	1
IL12RB1	chr20	45293295	45294319	1	chr19	18098944	18099968	-1
JAK3	chr20	45457992	45459016	1	chr19	17848071	17849095	-1
BST2	chr20	45791983	45793007	1	chr19	17405630	17406654	-1
TPM4	chr20	46787433	46788457	-1	chr19	16065997	16067021	1
BRD4	chr20	47255448	47256472	1	chr19	15332545	15333569	-1
NOTCH3	chr20	47357119	47358143	1	chr19	15200995	15202019	-1
DNAJB1	chr20	48519638	48520662	1	chr19	14560391	14561415	-1
ADGRE5	chr20	48619154	48620178	-1	chr19	14379477	14380501	1
PRKACA	chr20	48806363	48807387	1	chr19	14118084	14119108	-1
CALR	chr20	49652362	49653386	-1	chr19	12937554	12938578	1
EPOR	chr20	50342677	50343701	1	chr19	11384342	11385366	-1
SMARCA4	chr20	50669723	50670747	-1	chr19	10959908	10960932	1
DNM2	chr20	50886770	50887794	-1	chr19	10717031	10718055	1
ILF3	chr20	50943802	50944826	-1	chr19	10653237	10654261	1
KEAP1	chr20	51048867	51049891	1	chr19	10503558	10504582	-1
TYK2	chr20	51144362	51145386	1	chr19	10380572	10381596	-1
ICAM3	chr20	51173405	51174429	1	chr19	10339661	10340685	-1
ICAM1	chr20	51225401	51226425	-1	chr19	10270069	10271093	1
S1PR2	chr20	51251949	51252973	1	chr19	10231331	10232355	-1
DNMT1	chr20	51268652	51269676	1	chr19	10231286	10232310	-1
PIN1	chr20	51563171	51564195	-1	chr19	9834233	9835257	1
INSR	chr20	52560283	52561307	-1	chr19	7294414	7295438	-1
FCER2	chr20	52867199	52868223	-1	chr19	7702146	7703170	-1
CD209	chr20	52928055	52929079	-1	chr19	7747564	7748588	-1
CCL25	chr20	53125444	53126468	1	chr19	8051743	8052767	1
VAV1	chr20	53931647	53932671	-1	chr19	6771684	6772708	1
C3	chr20	53964326	53965350	1	chr19	6730562	6731586	-1
TNFSF14	chr20	54001562	54002586	1	chr19	6670588	6671612	-1
CD70	chr20	54036518	54037542	1	chr19	6604103	6605127	-1
MLLT1	chr20	54244008	54245032	1	chr19	6279975	6280999	-1
PTPRS	chr20	54970397	54971421	1	chr19	5340803	5341827	-1
TICAM1	chr20	55341510	55342534	1	chr19	4831712	4832736	-1
SH3GL1	chr20	55677856	55678880	1	chr19	4400547	4401571	-1
EBI3	chr20	55789767	55790791	-1	chr19	4228499	4229523	1
MAP2K2	chr20	55861907	55862931	1	chr19	4124122	4125146	-1
ZBTB7A	chr20	55903642	55904666	1	chr19	4066899	4067923	-1
GADD45B	chr20	57100864	57101888	-1	chr19	2475098	2476122	1
DOT1L	chr20	57338765	57339789	-1	chr19	2162909	2163933	1
TCF3	chr20	57721502	57722526	1	chr19	1652615	1653639	-1
STK11	chr20	58059787	58060811	-1	chr19	1176534	1177558	1
ARID3A	chr20	58226018	58227042	-1	chr19	924757	925781	1
ELANE	chr20	58270676	58271700	-1	chr19	849990	851014	1
FSTL3	chr20	58363941	58364965	-1	chr19	675368	676392	1
PGR	chr21	531712	532736	1	chr11	101129813	101130837	-1
MAML2	chr21	4901914	4902938	1	chr11	96343195	96344219	-1
SESN3	chr21	5906085	5907109	1	chr11	95232541	95233565	-1
MRE11	chr21	6527526	6528550	1	chr11	94493885	94494909	-1
EED	chr21	13387545	13388569	-1	chr11	86243729	86244753	1
PICALM	chr21	13530544	13531568	1	chr11	86069882	86070906	-1
GAB2	chr21	20532818	20533842	1	chr11	78418348	78419372	-1
PAK1	chr21	21379655	21380679	1	chr11	77474635	77475659	-1
EMSY	chr21	22353692	22354716	-1	chr11	76443899	76444923	1
INPPL1	chr21	26032213	26033237	-1	chr11	72222677	72223701	1
NUMA1	chr21	26117469	26118493	1	chr11	72080693	72081717	-1
NUP98	chr21	26468000	26469024	-1	chr11	3797792	3798816	-1
LMO1	chr21	32383167	32384191	-1	chr11	8268716	8269740	-1
CTR9	chr21	34514980	34516004	1	chr11	10750222	10751246	1
RRAS2	chr21	37725950	37726974	-1	chr11	14364506	14365530	-1
MYOD1	chr21	40920421	40921445	1	chr11	17718547	17719571	1
MS4A2	chr21	51391601	51392625	1	chr11	60087237	60088261	1
MS4A1	chr21	51663224	51664248	1	chr11	60454822	60455846	1
SETDB2	chr22	2286353	2287377	-1	chr13	49443350	49444374	1
CYSLTR2	chr22	2928917	2929941	-1	chr13	48652687	48653711	1
RB1	chr22	3174226	3175250	-1	chr13	48302720	48303744	1
LCP1	chr22	4920078	4921102	1	chr13	46211871	46212895	-1
EPSTI1	chr22	7838859	7839883	1	chr13	42992271	42993295	-1
TNFSF11	chr22	8236245	8237269	-1	chr13	42561712	42562736	1
DIS3	chr22	27040201	27041225	-1	chr13	72782096	72783120	-1
KLF5	chr22	27267170	27268194	1	chr13	73053952	73054976	1
ACOD1	chr22	30633512	30634536	1	chr13	76947487	76948511	1
SPRY2	chr22	33469216	33470240	-1	chr13	80341126	80342150	-1
FGF14	chr22	52140689	52141713	-1	chr13	102402457	102403481	-1
TNFSF13B	chr22	57182996	57184020	1	chr13	108250216	108251240	1
IRS2	chr22	58377896	58378920	-1	chr13	109786583	109787607	-1
CUL4A	chr22	60780843	60781867	1	chr13	113207169	113208193	1
LAMP1	chr22	60834448	60835472	1	chr13	113296215	113297239	1
CCR4	chr23	4041183	4042207	-1	chr3	32950620	32951644	1
MLH1	chr23	7125704	7126728	1	chr3	36992326	36993350	1
MYD88	chr23	8137425	8138449	1	chr3	38137454	38138478	1
CX3CR1	chr23	9186888	9187912	-1	chr3	39281735	39282759	-1
CTNNB1	chr23	10789349	10790373	1	chr3	41193717	41194741	1
TGFBR2	chr23	14234152	14235176	-1	chr3	30605577	30606601	1
EOMES	chr23	16773638	16774662	1	chr3	27722711	27723735	-1
EPHB1	chr23	31962949	31963973	1	chr3	134794236	134795260	1
STAG1	chr23	33702917	33703941	-1	chr3	136752403	136753427	-1
PIK3CB	chr23	35577846	35578870	-1	chr3	138834928	138835952	-1
ATR	chr23	38759024	38760048	-1	chr3	142578733	142579757	-1
CPA3	chr23	44236402	44237426	1	chr3	148864272	148865296	1
WWTR1	chr23	44929932	44930956	-1	chr3	149736714	149737738	-1
MME	chr23	49520206	49521230	1	chr3	155023100	155024124	1
GMPS	chr23	50125138	50126162	1	chr3	155869626	155870650	1
TIPARP	chr23	50804537	50805561	1	chr3	156672211	156673235	1
MLF1	chr23	52458386	52459410	1	chr3	158570139	158571163	1
THBD	chr24	977533	978557	1	chr20	23049672	23050696	-1
PAK5	chr24	12852680	12853704	1	chr20	9839076	9840100	-1
PCNA	chr24	16928872	16929896	1	chr20	5126626	5127650	-1
MAVS	chr24	17976396	17977420	-1	chr20	3845775	3846799	1
SIGLEC1	chr24	18087660	18088684	1	chr20	3707128	3708152	-1
BCL2L1	chr24	21696882	21697906	-1	chr20	31723989	31725013	-1
HCK	chr24	21973355	21974379	1	chr20	32051173	32052197	1
DNMT3B	chr24	22580731	22581755	1	chr20	32761361	32762385	1
SAMHD1	chr24	26245159	26246183	-1	chr20	36951893	36952917	-1
SRC	chr24	26537676	26538700	1	chr20	37343661	37344685	1
TOP1	chr24	29649193	29650217	1	chr20	41027798	41028822	1
PLCG1	chr24	29751133	29752157	1	chr20	41135936	41136960	1
PTPRT	chr24	31646408	31647432	-1	chr20	43189970	43190994	-1
ADA	chr24	32739510	32740534	-1	chr20	44652233	44653257	-1
SDC4	chr24	33280258	33281282	-1	chr20	45348424	45349448	-1
MMP9	chr24	33896307	33897331	1	chr20	46007884	46008908	1
CD40	chr24	33994470	33995494	1	chr20	46117254	46118278	1
NCOA3	chr24	35207044	35208068	1	chr20	47500863	47501887	1
CEBPB	chr24	37284887	37285911	1	chr20	50189806	50190830	1
PTPN1	chr24	37559433	37560457	1	chr20	50509297	50510321	1
NFATC2	chr24	38376716	38377740	-1	chr20	51562831	51563855	-1
SALL4	chr24	38585336	38586360	-1	chr20	51802521	51803545	-1
ZNF217	chr24	40089177	40090201	-1	chr20	53609907	53610931	-1
GNAS	chr24	44386645	44387669	1	chr20	58838694	58839718	1
SS18L1	chr24	47022502	47023526	1	chr20	62142745	62143769	1
ARFRP1	chr24	48103787	48104811	-1	chr20	63708025	63709049	-1
FOXO1	chr25	662400	663424	1	chr13	40666641	40667665	-1
PDS5B	chr25	7638962	7639986	-1	chr13	32585428	32586452	1
BRCA2	chr25	7849984	7851008	-1	chr13	32314062	32315086	1
HMGB1	chr25	9607233	9608257	1	chr13	30617597	30618621	-1
FLT1	chr25	11289392	11290416	1	chr13	28495145	28496169	-1
FLT3	chr25	11652582	11653606	1	chr13	28100592	28101616	-1
CDX2	chr25	11759986	11761010	1	chr13	27969315	27970339	-1
CDK8	chr25	13242317	13243341	-1	chr13	26253080	26254104	1
LATS2	chr25	17175829	17176853	1	chr13	21061586	21062610	-1
ZMYM2	chr25	18199856	18200880	-1	chr13	19957653	19958677	1
GATA4	chr25	26334650	26335674	-1	chr8	11675935	11676959	1
BLK	chr25	26563761	26564785	-1	chr8	11485870	11486894	1
PNOC	chr25	29415545	29416569	-1	chr8	28315962	28316986	1
ESCO2	chr25	29981766	29982790	-1	chr8	27770925	27771949	1
CLU	chr25	30149865	30150889	1	chr8	27614700	27615724	-1
PPP2R2A	chr25	31514548	31515572	-1	chr8	26290484	26291508	1
NKX3-1	chr25	33976484	33977508	1	chr8	23682938	23683962	-1
DOK2	chr25	35492841	35493865	1	chr8	21913690	21914714	-1
ATP6V1B2	chr25	37038613	37039637	-1	chr8	20196357	20197381	1
CUL3	chr25	38012960	38013984	-1	chr2	224585397	224586421	-1
CCL20	chr25	40703758	40704782	1	chr2	227804715	227805739	1
INPP5D	chr25	44796398	44797422	1	chr2	233058943	233059967	1
ATG16L1	chr25	44945578	44946602	1	chr2	233209027	233210051	1
ACKR3	chr25	47616343	47617367	1	chr2	236566763	236567787	1
HDAC4	chr25	49869914	49870938	-1	chr2	239401654	239402678	-1
PASK	chr25	51238468	51239492	-1	chr2	241150264	241151288	-1
PDCD1	chr25	51686322	51687346	-1	chr2	241858894	241859918	-1
POLE	chr26	444286	445310	1	chr12	132687376	132688400	-1
EP400	chr26	969806	970830	-1	chr12	131948918	131949942	1
NCOR2	chr26	5509918	5510942	1	chr12	124567589	124568613	-1
CLIP1	chr26	7192955	7193979	1	chr12	122422669	122423693	-1
BCL7A	chr26	7525867	7526891	-1	chr12	122018398	122019422	1
SETD1B	chr26	7697486	7698510	-1	chr12	121802985	121804009	1
KDM2B	chr26	7847855	7848879	1	chr12	121581023	121582047	-1
SH2B3	chr26	9274512	9275536	1	chr12	111404899	111405923	1
ATXN2	chr26	9419816	9420840	-1	chr12	111599676	111600700	-1
PTPN11	chr26	10313544	10314568	1	chr12	112417327	112418351	1
OAS3	chr26	10728331	10729355	1	chr12	112937420	112938444	1
OAS2	chr26	10755833	10756857	1	chr12	112977371	112978395	1
TBX3	chr26	12041404	12042428	-1	chr12	114684175	114685199	-1
KSR2	chr26	14768099	14769123	-1	chr12	117968990	117970014	-1
RAB35	chr26	16425638	16426662	-1	chr12	120117502	120118526	-1
PLA2G1B	chr26	16603767	16604791	-1	chr12	120327779	120328803	-1
MSI1	chr26	16635848	16636872	-1	chr12	120369164	120370188	-1
HNF1A	chr26	17149207	17150231	1	chr12	120977519	120978543	1
SELPLG	chr26	18610748	18611772	1	chr12	108633894	108634918	-1
CMKLR1	chr26	18844511	18845535	1	chr12	108339317	108340341	-1
MN1	chr26	21670478	21671502	-1	chr22	27801756	27802780	-1
XBP1	chr26	22578379	22579403	-1	chr22	28800597	28801621	-1
ZNRF3	chr26	22649733	22650757	1	chr22	28882548	28883572	1
NF2	chr26	23222138	23223162	1	chr22	29602532	29603556	1
LIF	chr26	23815691	23816715	-1	chr22	30246759	30247783	-1
OSM	chr26	23834652	23835676	-1	chr22	30266851	30267875	-1
PATZ1	chr26	24706466	24707490	-1	chr22	31346346	31347370	-1
BCR	chr26	27949441	27950465	1	chr22	23178680	23179704	1
ADORA2A	chr26	28225360	28226384	1	chr22	24416855	24417879	1
SMARCB1	chr26	28820890	28821914	-1	chr22	23785907	23786931	1
HIRA	chr26	29938400	29939424	1	chr22	19447450	19448474	-1
CLTCL1	chr26	30067977	30069001	1	chr22	19291719	19292743	-1
LZTR1	chr26	30686843	30687867	-1	chr22	20981245	20982269	1
CRKL	chr26	30749836	30750860	-1	chr22	20916383	20917407	1
MAPK1	chr26	31302626	31303650	-1	chr22	21867680	21868704	-1
PTEN	chr26	38117237	38118261	1	chr10	87862601	87863625	1
ANKRD22	chr26	38935576	38936600	-1	chr10	88851844	88852868	-1
FAS	chr26	39026478	39027502	1	chr10	88989507	88990531	1
BID	chr27	651445	652469	1	chr22	17774770	17775794	-1
IL17RA	chr27	1246226	1247250	-1	chr22	17083930	17084954	1
ERC1	chr27	3038339	3039363	-1	chr12	989485	990509	1
RAD52	chr27	3009244	3010268	1	chr12	990053	991077	-1
NINJ2	chr27	3355179	3356203	1	chr12	663779	664803	-1
KDM5A	chr27	3596119	3597143	1	chr12	389320	390344	-1
CCND2	chr27	5498611	5499635	1	chr12	4272738	4273762	1
FGF23	chr27	5591077	5592101	-1	chr12	4379712	4380736	-1
FGF6	chr27	5652137	5653161	-1	chr12	4445815	4446839	-1
CD9	chr27	7317092	7318116	1	chr12	6198691	6199715	1
TNFRSF1A	chr27	7451382	7452406	-1	chr12	6342114	6343138	-1
LTBR	chr27	7486383	7487407	1	chr12	6374021	6375045	1
CD27	chr27	7556611	7557635	1	chr12	6443931	6444955	1
ZNF384	chr27	7745519	7746543	-1	chr12	6689572	6690596	-1
LAG3	chr27	7828048	7829072	1	chr12	6771488	6772512	1
CD4	chr27	7843998	7845022	1	chr12	6785834	6786858	1
PTPN6	chr27	7997441	7998465	1	chr12	6945444	6946468	1
C1S	chr27	8108036	8109060	1	chr12	6987235	6988259	1
C1R	chr27	8143646	8144670	-1	chr12	7092540	7093564	-1
CD163	chr27	8433169	8434193	-1	chr12	7503893	7504917	-1
C3AR1	chr27	8661632	8662656	1	chr12	8066359	8067383	-1
AICDA	chr27	9038784	9039808	-1	chr12	8612867	8613891	-1
KLRG1	chr27	9366543	9367567	1	chr12	8949020	8950044	1
KLRB1	chr27	9788771	9789795	-1	chr12	9607916	9608940	-1
KLRF1	chr27	9985141	9986165	1	chr12	9826457	9827481	1
CLEC7A	chr27	10288263	10289287	-1	chr12	10130258	10131282	-1
KLRD1	chr27	10443994	10445018	1	chr12	10225034	10226058	1
KLRK1	chr27	10524567	10525591	-1	chr12	10391874	10392898	-1
ETV6	chr27	11588878	11589902	1	chr12	11648650	11649674	1
CDKN1B	chr27	12565365	12566389	1	chr12	12684474	12685498	1
PTPRO	chr27	14845812	14846836	1	chr12	15321233	15322257	1
PIK3C2G	chr27	17345814	17346838	1	chr12	18241937	18242961	1
RECQL	chr27	20937671	20938695	-1	chr12	21501669	21502693	-1
ETNK1	chr27	21907596	21908620	1	chr12	22624051	22625075	1
KRAS	chr27	24284170	24285194	-1	chr12	25250936	25251960	-1
PPFIBP1	chr27	26466971	26467995	1	chr12	27522407	27523431	1
PTHLH	chr27	26881419	26882443	-1	chr12	27972733	27973757	-1
LRRK2	chr27	33158636	33159660	1	chr12	40195720	40196744	1
IRAK4	chr27	36208042	36209066	1	chr12	43757920	43758944	1
ARID2	chr27	37970914	37971938	1	chr12	45728682	45729706	1
HDAC7	chr27	39664313	39665337	-1	chr12	47833132	47834156	-1
COL2A1	chr27	39838181	39839205	-1	chr12	48004554	48005578	-1
KMT2D	chr27	41132835	41133859	-1	chr12	49060794	49061818	-1
SMARCD1	chr27	42014252	42015276	1	chr12	50084176	50085200	1
ATF1	chr27	42658845	42659869	1	chr12	50762686	50763710	1
KRT18	chr27	44456926	44457950	1	chr12	52947847	52948871	1
ITGA5	chr27	45754318	45755342	-1	chr12	54419266	54420290	-1
MAPK8	chr28	431742	432766	1	chr10	48305615	48306639	1
NCOA4	chr28	2011231	2012255	-1	chr10	46030623	46031647	-1
CXCL12	chr28	3042647	3043671	1	chr10	44386493	44387517	-1
RASGEF1A	chr28	3989896	3990920	1	chr10	43267065	43268089	-1
RET	chr28	4131400	4132424	-1	chr10	43076040	43077064	1
TNKS2	chr28	6462770	6463794	1	chr10	91797402	91798426	1
ENTPD1	chr28	9362279	9363303	1	chr10	95710755	95711779	1
BLNK	chr28	9883362	9884386	-1	chr10	96271587	96272611	-1
TLL2	chr28	10081143	10082167	-1	chr10	96513926	96514950	-1
CHUK	chr28	13189348	13190372	-1	chr10	100229596	100230620	-1
TLX1	chr28	13993438	13994462	1	chr10	101130276	101131300	1
NFKB2	chr28	15092443	15093467	1	chr10	102393086	102394110	1
SUFU	chr28	15182682	15183706	1	chr10	102502948	102503972	1
CYP17A1	chr28	15489212	15490236	-1	chr10	102837472	102838496	-1
NT5C2	chr28	15810917	15811941	-1	chr10	103277605	103278629	-1
PDCD11	chr28	15958606	15959630	1	chr10	103395602	103396626	1
SMC3	chr28	22113177	22114201	1	chr10	110566671	110567695	1
SHOC2	chr28	22465580	22466604	1	chr10	110918569	110919593	1
TCF7L2	chr28	24260744	24261768	1	chr10	112949223	112950247	1
FGFR2	chr28	31698233	31699257	-1	chr10	121598458	121599482	-1
DMBT1	chr28	32491542	32492566	1	chr10	122559641	122560665	1
MKI67	chr28	37300625	37301649	-1	chr10	128126423	128127447	-1
MGMT	chr28	38507964	38508988	1	chr10	129466166	129467190	1
PRKDC	chr29	503393	504417	-1	chr8	47960178	47961202	-1
TCEA1	chr29	5956917	5957941	-1	chr8	54022456	54023480	-1
SOX17	chr29	6376232	6377256	1	chr8	54456911	54457935	1
LYN	chr29	7829927	7830951	1	chr8	55878811	55879835	1
PLAG1	chr29	8106311	8107335	-1	chr8	56211324	56212348	-1
CHCHD7	chr29	8105680	8106704	1	chr8	56210662	56211686	1
TOX	chr29	10329882	10330906	-1	chr8	59119147	59120171	-1
PREX2	chr29	17935329	17936353	1	chr8	67951022	67952046	1
PRDM14	chr29	19703818	19704842	-1	chr8	70071693	70072717	-1
NCOA2	chr29	20029399	20030423	-1	chr8	70403808	70404832	-1
ELOC	chr29	22964613	22965637	-1	chr8	73972287	73973311	-1
LY96	chr29	22980859	22981883	1	chr8	73990368	73991392	1
IL7	chr29	26987896	26988920	-1	chr8	78805523	78806547	-1
HEY1	chr29	27752657	27753681	-1	chr8	79767857	79768881	-1
PAG1	chr29	28913070	28914094	-1	chr8	81112068	81113092	-1
RIPK2	chr29	35925111	35926135	1	chr8	89756782	89757806	1
NBN	chr29	36120657	36121681	-1	chr8	90003228	90004252	-1
GREM1	chr30	2508404	2509428	-1	chr15	32716980	32718004	1
SCG5	chr30	2591809	2592833	-1	chr15	32640652	32641676	1
SPRED1	chr30	5874963	5875987	1	chr15	38251812	38252836	1
THBS1	chr30	7054217	7055241	1	chr15	39580055	39581079	1
BUB1B	chr30	7646421	7647445	1	chr15	40159999	40161023	1
KNSTRN	chr30	7846749	7847773	1	chr15	40381697	40382721	1
KNL1	chr30	8038264	8039288	1	chr15	40592996	40594020	1
RAD51	chr30	8127227	8128251	1	chr15	40693750	40694774	1
TYRO3	chr30	8864913	8865937	1	chr15	41556651	41557675	1
MGA	chr30	8926605	8927629	1	chr15	41620110	41621134	1
TP53BP1	chr30	10655185	10656209	-1	chr15	43510728	43511752	-1
B2M	chr30	11615832	11616856	1	chr15	44710463	44711487	1
HDC	chr30	16513689	16514713	-1	chr15	50265965	50266989	-1
USP8	chr30	16631257	16632281	1	chr15	50423356	50424380	1
CYP19A1	chr30	17280035	17281059	-1	chr15	51338601	51339625	-1
MYO5A	chr30	18470667	18471691	-1	chr15	52529050	52530074	-1
TCF12	chr30	22415445	22416469	1	chr15	56917599	56918623	1
MAP2K1	chr30	31109198	31110222	1	chr15	66385813	66386837	1
SMAD3	chr30	31672689	31673713	1	chr15	67062739	67063763	1
CD276	chr30	37402853	37403877	1	chr15	73682942	73683966	1
PML	chr30	37672438	37673462	1	chr15	73993649	73994673	1
ARID3B	chr30	38078465	38079489	1	chr15	74540182	74541206	1
ROBO1	chr31	7882337	7883361	1	chr3	79767998	79769022	-1
APP	chr31	22164885	22165909	-1	chr21	26171128	26172152	-1
OLIG2	chr31	28257978	28259002	1	chr21	33024911	33025935	1
RUNX1	chr31	30092833	30093857	-1	chr21	36004667	36005691	-1
SETD4	chr31	30983386	30984410	-1	chr21	36079389	36080413	-1
AIRE	chr31	38031705	38032729	1	chr21	44284814	44285838	1
ITGB2	chr31	38490402	38491426	-1	chr21	44931989	44933013	-1
S100B	chr31	39772361	39773385	-1	chr21	46605208	46606232	-1
ALPK1	chr32	7758515	7759539	-1	chr4	112284485	112285509	1
CFI	chr32	9894114	9895138	1	chr4	109802179	109803203	-1
LEF1	chr32	11255321	11256345	1	chr4	108168956	108169980	-1
NPNT	chr32	13182805	13183829	-1	chr4	105893751	105894775	1
TET2	chr32	13865760	13866784	-1	chr4	105144851	105145875	1
NFKB1	chr32	15961478	15962502	-1	chr4	102500307	102501331	1
SPP1	chr32	28638599	28639623	-1	chr4	87974626	87975650	1
AFF1	chr32	29563373	29564397	-1	chr4	86933978	86935002	1
PTPN13	chr32	29868322	29869346	-1	chr4	86593291	86594315	1
ABRAXAS1	chr32	32682778	32683802	1	chr4	83523348	83524372	-1
SEC31A	chr32	33163376	33164400	1	chr4	82901166	82902190	-1
CXCL13	chr32	38154567	38155591	-1	chr4	77510729	77511753	1
CXCL11	chr32	39552694	39553718	1	chr4	76041415	76042439	-1
CXCL10	chr32	39589870	39590894	1	chr4	76023497	76024521	-1
EPHA3	chr33	1283795	1284819	1	chr3	89106597	89107621	1
TFG	chr33	7641296	7642320	1	chr3	100708271	100709295	1
ALCAM	chr33	11485296	11486320	1	chr3	105365885	105366909	1
CBLB	chr33	12168419	12169443	-1	chr3	105869552	105870576	-1
CD47	chr33	13876700	13877724	-1	chr3	108091862	108092886	-1
TRAT1	chr33	14546380	14547404	1	chr3	108821746	108822770	1
CD96	chr33	16869191	16870215	1	chr3	111291695	111292719	1
CD200	chr33	17516893	17517917	1	chr3	112331323	112332347	1
BTLA	chr33	17652223	17653247	-1	chr3	112499472	112500496	-1
TIGIT	chr33	19130065	19131089	1	chr3	114275889	114276913	1
CD80	chr33	23847156	23848180	-1	chr3	119559614	119560638	-1
GSK3B	chr33	24306119	24307143	-1	chr3	120094994	120096018	-1
POLQ	chr33	25476912	25477936	-1	chr3	121545988	121547012	-1
CD86	chr33	25889274	25890298	1	chr3	122054338	122055362	1
TFRC	chr33	29927547	29928571	-1	chr3	196082096	196083120	-1
TERT	chr34	11429414	11430438	1	chr5	1295068	1296092	-1
TRIP13	chr34	11682409	11683433	-1	chr5	891860	892884	1
PIK3CA	chr34	12770096	12771120	1	chr3	179147090	179148114	1
DCUN1D1	chr34	16171124	16172148	-1	chr3	182985953	182986977	-1
KLHL6	chr34	16728495	16729519	-1	chr3	183555706	183556730	-1
MAP3K13	chr34	18280482	18281506	1	chr3	185281917	185282941	1
EIF4A2	chr34	19524311	19525335	1	chr3	186782181	186783205	1
ST6GAL1	chr34	19642480	19643504	1	chr3	186929301	186930325	1
MASP1	chr34	19932651	19933675	-1	chr3	187291980	187293004	-1
BCL6	chr34	20306970	20307994	-1	chr3	187745725	187746749	-1
TP63	chr34	21950725	21951749	1	chr3	189630365	189631389	1
CLDN1	chr34	22503999	22505023	-1	chr3	190322446	190323470	-1
IL1RAP	chr34	22683923	22684947	1	chr3	190513027	190514051	1
FGF12	chr34	24549544	24550568	-1	chr3	192767764	192768788	-1
IL12A	chr34	26311076	26312100	1	chr3	159987811	159988835	1
MECOM	chr34	34556327	34557351	-1	chr3	169663775	169664799	-1
PRKCI	chr34	35023984	35025008	1	chr3	170221400	170222424	1
TNFSF10	chr34	36985009	36986033	-1	chr3	172523475	172524499	-1
TBL1XR1	chr34	40992369	40993393	-1	chr3	177228000	177229024	-1
DUSP22	chr35	1964506	1965530	1	chr6	290606	291630	1
IRF4	chr35	2053204	2054228	1	chr6	390728	391752	1
F13A1	chr35	7644350	7645374	-1	chr6	6321013	6322037	-1
LY86	chr35	7921527	7922551	1	chr6	6587084	6588108	1
CD83	chr35	14788297	14789321	1	chr6	14116232	14117256	1
JARID2	chr35	15775480	15776504	1	chr6	15245045	15246069	1
E2F3	chr35	20414984	20416008	1	chr6	20400855	20401879	1
H2AC6	chr35	25480636	25481660	1	chr6	26123121	26124145	1
H2BC12	chr35	26038706	26039730	-1	chr6	27146855	27147879	-1
H1-5	chr35	26528052	26529076	-1	chr6	27867588	27868612	-1
TRIM27	chr35	27408261	27409285	-1	chr6	28923988	28925012	-1
ACVR1	chr36	4091837	4092861	-1	chr2	157876330	157877354	-1
